tableName,columnType,columnName,,,,,
fch_voip,LongType,event_id,,,,,
fch_voip,StringType,srcip,,,,,
fch_voip,IntegerType,src_port,,,,,
fch_voip,StringType,dstip,,,,,
fch_voip,IntegerType,dst_port,,,,,
fch_voip,ShortType,proto,,,,,
fch_voip,StringType,src_int,,,,,
fch_voip,StringType,dst_int,,,,,
fch_voip,LongType,policy_id,,,,,
fch_voip,StringType,profile,,,,,
fch_voip,StringType,user,,,,,
fch_voip,StringType,group,,,,,
fch_voip,StringType,endpoint,,,,,
fch_voip,StringType,voip_proto,,,,,
fch_voip,StringType,kind,,,,,
fch_voip,StringType,action,,,,,
fch_voip,StringType,status,,,,,
fch_voip,StringType,reason,,,,,
fch_voip,LongType,duration,,,,,
fch_voip,StringType,dir,,,,,
fch_voip,StringType,request_name,,,,,
fch_voip,LongType,count,,,,,
fch_voip,StringType,from,,,,,
fch_voip,StringType,to,,,,,
fch_voip,StringType,message_type,,,,,
fch_voip,StringType,malform_desc,,,,,
fch_voip,LongType,malform_data,,,,,
fch_voip,StringType,line,,,,,
fch_voip,LongType,column,,,,,
fch_voip,StringType,phone,,,,,
fch_voip,StringType,profile_group,,,,,
fch_voip,StringType,profile_type,,,,,
fch_voip,StringType,call_id,,,,,
fch_voip,StringType,eventtype,,,,,
fch_webfilter,LongType,id,,,,,
fch_webfilter,IntegerType,bid,,,,,
fch_webfilter,StringType,devid,,,,,
fch_webfilter,TimestampType,itime,,,,,
fch_webfilter,TimestampType,dtime,,,,,
fch_webfilter,IntegerType,euid,,,,,
fch_webfilter,IntegerType,epid,,,,,
fch_webfilter,IntegerType,dsteuid,,,,,
fch_webfilter,IntegerType,dstepid,,,,,
fch_webfilter,IntegerType,logflag,,,,,
fch_webfilter,IntegerType,logver,,,,,
fch_webfilter,LongType,sfsid,,,,,
fch_webfilter,StringType,vd,,,,,
fch_webfilter,StringType,logid,,,,,
fch_webfilter,StringType,type,,,,,
fch_webfilter,StringType,subtype,,,,,
fch_webfilter,StringType,level,,,,,
fch_webfilter,LongType,sessionid,,,,,
fch_webfilter,StringType,initiator,,,,,
fch_webfilter,StringType,user,,,,,
fch_webfilter,StringType,group,,,,,
fch_webfilter,StringType,srcip,,,,,
fch_webfilter,IntegerType,srcport,,,,,
fch_webfilter,StringType,srcintf,,,,,
fch_webfilter,StringType,dstintf,,,,,
fch_webfilter,StringType,dstip,,,,,
fch_webfilter,IntegerType,dstport,,,,,
fch_webfilter,StringType,service,,,,,
fch_webfilter,StringType,hostname,,,,,
fch_webfilter,StringType,profile,,,,,
fch_webfilter,StringType,action,,,,,
fch_webfilter,StringType,reqtype,,,,,
fch_webfilter,StringType,url,,,,,
fch_webfilter,StringType,msg,,,,,
fch_webfilter,StringType,direction,,,,,
fch_webfilter,StringType,agent,,,,,
fch_webfilter,StringType,from,,,,,
fch_webfilter,StringType,to,,,,,
fch_webfilter,StringType,banword,,,,,
fch_webfilter,StringType,error,,,,,
fch_webfilter,StringType,method,,,,,
fch_webfilter,ShortType,cat,,,,,
fch_webfilter,StringType,catdesc,,,,,
fch_webfilter,StringType,mode,,,,,
fch_webfilter,StringType,ruletype,,,,,
fch_webfilter,StringType,ruledata,,,,,
fch_webfilter,StringType,ovrdtbl,,,,,
fch_webfilter,LongType,ovrdid,,,,,
fch_webfilter,StringType,urltype,,,,,
fch_webfilter,LongType,urlfilteridx,,,,,
fch_webfilter,StringType,urlfilterlist,,,,,
fch_webfilter,StringType,quotaexceeded,,,,,
fch_webfilter,LongType,quotaused,,,,,
fch_webfilter,LongType,quotamax,,,,,
fch_webfilter,StringType,quotatype,,,,,
fch_webfilter,StringType,filtertype,,,,,
fch_webfilter,StringType,keyword,,,,,
fch_webfilter,LongType,sentbyte,,,,,
fch_webfilter,LongType,rcvdbyte,,,,,
fch_webfilter,StringType,contenttype,,,,,
fch_webfilter,ShortType,proto,,,,,
fch_webfilter,StringType,eventtype,,,,,
fch_webfilter,LongType,crscore,,,,,
fch_webfilter,StringType,crlevel,,,,,
fct_fct_event,LongType,id,,,,,
fct_fct_event,IntegerType,bid,,,,,
fct_fct_event,StringType,devid,,,,,
fct_fct_event,TimestampType,itime,,,,,
fct_fct_event,TimestampType,dtime,,,,,
fct_fct_event,IntegerType,euid,,,,,
fct_fct_event,IntegerType,epid,,,,,
fct_fct_event,IntegerType,dsteuid,,,,,
fct_fct_event,IntegerType,dstepid,,,,,
fct_fct_event,IntegerType,logflag,,,,,
fct_fct_event,IntegerType,logver,,,,,
fct_fct_event,StringType,vd,,,,,
fct_fct_event,StringType,logid,,,,,
fct_fct_event,StringType,type,,,,,
fct_fct_event,StringType,level,,,,,
fct_fct_event,StringType,uid,,,,,
fct_fct_event,StringType,fgtserial,,,,,
fct_fct_event,StringType,user,,,,,
fct_fct_event,StringType,clientfeature,,,,,
fct_fct_event,StringType,deviceip,,,,,
fct_fct_event,StringType,devicemac,,,,,
fct_fct_event,StringType,action,,,,,
fct_fct_event,StringType,actiontype,,,,,
fct_fct_event,StringType,filetype,,,,,
fct_fct_event,StringType,file,,,,,
fct_fct_event,StringType,virus,,,,,
fct_fct_event,StringType,checksum,,,,,
fct_fct_event,StringType,ref,,,,,
fct_fct_event,LongType,sigid,,,,,
fct_fct_event,LongType,filesize,,,,,
fct_fct_event,StringType,vpn,,,,,
fct_fct_event,StringType,from,,,,,
fct_fct_event,StringType,to,,,,,
fct_fct_event,StringType,service,,,,,
fct_fct_event,StringType,status,,,,,
fct_fct_event,ShortType,catid,,,,,
fct_fct_event,StringType,cat,,,,,
fct_fct_event,StringType,catdesc,,,,,
fct_fct_event,LongType,count,,,,,
fct_fct_event,StringType,hostname,,,,,
fct_fct_event,StringType,url,,,,,
fct_fct_event,StringType,mac,,,,,
fct_fct_event,StringType,ip,,,,,
fct_fct_event,StringType,app,,,,,
fct_fct_event,LongType,appid,,,,,
fct_fct_event,StringType,apppath,,,,,
fct_fct_event,StringType,rule,,,,,
fct_fct_event,LongType,ruleid,,,,,
fct_fct_event,ShortType,ruletype,,,,,
fct_fct_event,StringType,policyname,,,,,
fct_fct_event,StringType,vpntype,,,,,
fct_fct_event,StringType,vpntunnel,,,,,
fct_fct_event,StringType,vpnstate,,,,,
fct_fct_event,StringType,vpnuser,,,,,
fct_fct_event,StringType,remotegw,,,,,
fct_fct_event,StringType,vip,,,,,
fct_fct_event,StringType,domain,,,,,
fct_fct_event,StringType,protocols,,,,,
fct_fct_event,StringType,msg,,,,,
fct_fct_event,StringType,avengine,,,,,
fct_fct_event,StringType,avsig,,,,,
fct_fct_event,StringType,avsigext,,,,,
fct_fct_event,StringType,avsigetm,,,,,
fct_fct_event,StringType,avsigheu,,,,,
fct_fct_event,StringType,rootkitengine,,,,,
fct_fct_event,StringType,rootkitsig,,,,,
fct_fct_event,StringType,appsig,,,,,
fct_fct_event,StringType,vulnsig,,,,,
fct_fct_event,StringType,ipseng,,,,,
fct_fct_event,StringType,ipssig,,,,,
fct_fct_event,StringType,fctver,,,,,
fct_fct_event,StringType,os,,,,,
fct_fct_event,StringType,usingpolicy,,,,,
fct_fct_event,StringType,emsserial,,,,,
fct_fct_event,StringType,tz,,,,,
fct_fct_event,StringType,pcdomain,,,,,
fct_fct_event,StringType,appversion,,,,,
fct_fct_event,StringType,appvendor,,,,,
fct_fct_event,LongType,vulnid,,,,,
fct_fct_event,StringType,vulnname,,,,,
fct_fct_event,StringType,vulnseverity,,,,,
fct_fct_event,StringType,vulncat,,,,,
fct_fct_event,StringType,vulncvss,,,,,
fct_fct_event,StringType,vulnref,,,,,
fct_fct_event,StringType,vulnengine,,,,,
fct_fct_event,StringType,vulnproducts,,,,,
fct_fct_event,StringType,epmgmtst,,,,,
fct_fct_event,StringType,eponlinest,,,,,
fct_fct_event,StringType,epplace,,,,,
fct_fct_event,StringType,epfeatures,,,,,
fct_fct_event,StringType,epenfeatures,,,,,
fct_fct_event,IntegerType,ephbduration,,,,,
fct_fct_event,IntegerType,ephbemsduration,,,,,
fct_fct_event,IntegerType,ephblast,,,,,
fct_fct_event,IntegerType,ephbemslast,,,,,
fct_fct_event,StringType,emshostname,,,,,
fct_fct_event,StringType,social_srvc,,,,,
fct_fct_event,StringType,social_user,,,,,
fct_fct_event,StringType,social_email,,,,,
fct_fct_event,StringType,social_phone,,,,,
fct_fct_event,StringType,ae_api,,,,,
fct_fct_event,StringType,ae_reason,,,,,
fct_fct_traffic,LongType,id,,,,,
fct_fct_traffic,IntegerType,bid,,,,,
fct_fct_traffic,StringType,devid,,,,,
fct_fct_traffic,TimestampType,itime,,,,,
fct_fct_traffic,TimestampType,dtime,,,,,
fct_fct_traffic,IntegerType,euid,,,,,
fct_fct_traffic,IntegerType,epid,,,,,
fct_fct_traffic,IntegerType,dsteuid,,,,,
fct_fct_traffic,IntegerType,dstepid,,,,,
fct_fct_traffic,IntegerType,logflag,,,,,
fct_fct_traffic,IntegerType,logver,,,,,
fct_fct_traffic,StringType,vd,,,,,
fct_fct_traffic,StringType,logid,,,,,
fct_fct_traffic,StringType,type,,,,,
fct_fct_traffic,StringType,level,,,,,
fct_fct_traffic,LongType,sessionid,,,,,
fct_fct_traffic,StringType,hostname,,,,,
fct_fct_traffic,StringType,uid,,,,,
fct_fct_traffic,StringType,fgtserial,,,,,
fct_fct_traffic,StringType,regip,,,,,
fct_fct_traffic,StringType,srcname,,,,,
fct_fct_traffic,StringType,srcproduct,,,,,
fct_fct_traffic,StringType,srcip,,,,,
fct_fct_traffic,IntegerType,srcport,,,,,
fct_fct_traffic,StringType,direction,,,,,
fct_fct_traffic,StringType,dstip,,,,,
fct_fct_traffic,StringType,remotename,,,,,
fct_fct_traffic,IntegerType,dstport,,,,,
fct_fct_traffic,StringType,url,,,,,
fct_fct_traffic,StringType,user,,,,,
fct_fct_traffic,IntegerType,proto,,,,,
fct_fct_traffic,StringType,service,,,,,
fct_fct_traffic,LongType,rcvdbyte,,,,,
fct_fct_traffic,LongType,sentbyte,,,,,
fct_fct_traffic,StringType,utmaction,,,,,
fct_fct_traffic,StringType,utmevent,,,,,
fct_fct_traffic,StringType,threat,,,,,
fct_fct_traffic,StringType,fctver,,,,,
fct_fct_traffic,StringType,os,,,,,
fct_fct_traffic,StringType,usingpolicy,,,,,
fct_fct_traffic,IntegerType,userinitiated,,,,,
fct_fct_traffic,StringType,emsserial,,,,,
fct_fct_traffic,StringType,tz,,,,,
fdd_attack,LongType,id,,,,,
fdd_attack,IntegerType,bid,,,,,
fdd_attack,StringType,devid,,,,,
fdd_attack,TimestampType,itime,,,,,
fdd_attack,TimestampType,dtime,,,,,
fdd_attack,IntegerType,euid,,,,,
fdd_attack,IntegerType,epid,,,,,
fdd_attack,IntegerType,dsteuid,,,,,
fdd_attack,IntegerType,dstepid,,,,,
fdd_attack,IntegerType,logflag,,,,,
fdd_attack,IntegerType,logver,,,,,
fdd_attack,StringType,vd,,,,,
fdd_attack,StringType,logid,,,,,
fdd_attack,StringType,type,,,,,
fdd_attack,StringType,tz,,,,,
fdd_attack,StringType,level,,,,,
fdd_attack,StringType,subnet_name,,,,,
fdd_attack,StringType,subnet_comment,,,,,
fdd_attack,ShortType,spp,,,,,
fdd_attack,ShortType,evecode,,,,,
fdd_attack,ShortType,evesubcode,,,,,
fdd_attack,StringType,description,,,,,
fdd_attack,ShortType,dir,,,,,
fdd_attack,ShortType,protocol,,,,,
fdd_attack,StringType,sip,,,,,
fdd_attack,IntegerType,sport,,,,,
fdd_attack,StringType,dip,,,,,
fdd_attack,IntegerType,dport,,,,,
fdd_attack,ShortType,icmptype,,,,,
fdd_attack,ShortType,icmpcode,,,,,
fdd_attack,LongType,dropcount,,,,,
fdd_attack,LongType,uniqueid,,,,,
fdd_attack,StringType,detail,,,,,
fdd_event,LongType,id,,,,,
fdd_event,IntegerType,bid,,,,,
fdd_event,StringType,devid,,,,,
fdd_event,TimestampType,itime,,,,,
fdd_event,TimestampType,dtime,,,,,
fdd_event,IntegerType,euid,,,,,
fdd_event,IntegerType,epid,,,,,
fdd_event,IntegerType,dsteuid,,,,,
fdd_event,IntegerType,dstepid,,,,,
fdd_event,IntegerType,logflag,,,,,
fdd_event,IntegerType,logver,,,,,
fdd_event,StringType,vd,,,,,
fdd_event,StringType,logid,,,,,
fdd_event,StringType,type,,,,,
fdd_event,StringType,subtype,,,,,
fdd_event,StringType,tz,,,,,
fdd_event,StringType,level,,,,,
fdd_event,ShortType,msg_id,,,,,
fdd_event,StringType,user,,,,,
fdd_event,StringType,ui,,,,,
fdd_event,StringType,action,,,,,
fdd_event,StringType,status,,,,,
fdd_event,StringType,reason,,,,,
fdd_event,StringType,msg,,,,,
fgt_app_ctrl,LongType,id,,,,,
fgt_app_ctrl,IntegerType,bid,,,,,
fgt_app_ctrl,StringType,devid,,,,,
fgt_app_ctrl,TimestampType,itime,,,,,
fgt_app_ctrl,TimestampType,dtime,,,,,
fgt_app_ctrl,IntegerType,euid,,,,,
fgt_app_ctrl,IntegerType,epid,,,,,
fgt_app_ctrl,IntegerType,dsteuid,,,,,
fgt_app_ctrl,IntegerType,dstepid,,,,,
fgt_app_ctrl,IntegerType,logflag,,,,,
fgt_app_ctrl,IntegerType,logver,,,,,
fgt_app_ctrl,LongType,sfsid,,,,,
fgt_app_ctrl,StringType,vd,,,,,
fgt_app_ctrl,StringType,logid,,,,,
fgt_app_ctrl,StringType,type,,,,,
fgt_app_ctrl,StringType,subtype,,,,,
fgt_app_ctrl,StringType,level,,,,,
fgt_app_ctrl,StringType,action,,,,,
fgt_app_ctrl,LongType,sessionid,,,,,
fgt_app_ctrl,LongType,policyid,,,,,
fgt_app_ctrl,StringType,srcip,,,,,
fgt_app_ctrl,StringType,dstip,,,,,
fgt_app_ctrl,StringType,trueclntip,,,,,
fgt_app_ctrl,IntegerType,srcport,,,,,
fgt_app_ctrl,IntegerType,dstport,,,,,
fgt_app_ctrl,ShortType,proto,,,,,
fgt_app_ctrl,ShortType,vrf,,,,,
fgt_app_ctrl,ShortType,slot,,,,,
fgt_app_ctrl,StringType,service,,,,,
fgt_app_ctrl,StringType,user,,,,,
fgt_app_ctrl,StringType,unauthuser,,,,,
fgt_app_ctrl,StringType,group,,,,,
fgt_app_ctrl,StringType,fctuid,,,,,
fgt_app_ctrl,TimestampType,eventtime,,,,,
fgt_app_ctrl,LongType,filesize,,,,,
fgt_app_ctrl,LongType,incidentserialno,,,,,
fgt_app_ctrl,LongType,sentbyte,,,,,
fgt_app_ctrl,LongType,rcvdbyte,,,,,
fgt_app_ctrl,LongType,crscore,,,,,
fgt_app_ctrl,LongType,craction,,,,,
fgt_app_ctrl,StringType,crlevel,,,,,
fgt_app_ctrl,StringType,direction,,,,,
fgt_app_ctrl,StringType,apprisk,,,,,
fgt_app_ctrl,IntegerType,appid,,,,,
fgt_app_ctrl,StringType,srcintfrole,,,,,
fgt_app_ctrl,StringType,dstintfrole,,,,,
fgt_app_ctrl,StringType,profile,,,,,
fgt_app_ctrl,StringType,srcname,,,,,
fgt_app_ctrl,StringType,dstname,,,,,
fgt_app_ctrl,StringType,applist,,,,,
fgt_app_ctrl,StringType,appcat,,,,,
fgt_app_ctrl,StringType,app,,,,,
fgt_app_ctrl,StringType,filename,,,,,
fgt_app_ctrl,StringType,profiletype,,,,,
fgt_app_ctrl,StringType,hostname,,,,,
fgt_app_ctrl,StringType,url,,,,,
fgt_app_ctrl,StringType,eventtype,,,,,
fgt_app_ctrl,StringType,clouduser,,,,,
fgt_app_ctrl,StringType,cloudaction,,,,,
fgt_app_ctrl,StringType,srcintf,,,,,
fgt_app_ctrl,StringType,dstintf,,,,,
fgt_app_ctrl,StringType,forwardedfor,,,,,
fgt_app_ctrl,StringType,unauthusersource,,,,,
fgt_app_ctrl,StringType,scertcname,,,,,
fgt_app_ctrl,StringType,ccertissuer,,,,,
fgt_app_ctrl,StringType,scertissuer,,,,,
fgt_app_ctrl,StringType,authserver,,,,,
fgt_app_ctrl,StringType,rawdata,,,,,
fgt_app_ctrl,StringType,rawdataid,,,,,
fgt_app_ctrl,StringType,msg,,,,,
fgt_app_ctrl,LongType,securityid,,,,,
fgt_app_ctrl,StringType,tz,,,,,
fgt_contentlog,LongType,id,,,,,
fgt_contentlog,IntegerType,bid,,,,,
fgt_contentlog,StringType,devid,,,,,
fgt_contentlog,TimestampType,itime,,,,,
fgt_contentlog,TimestampType,dtime,,,,,
fgt_contentlog,IntegerType,euid,,,,,
fgt_contentlog,IntegerType,epid,,,,,
fgt_contentlog,IntegerType,dsteuid,,,,,
fgt_contentlog,IntegerType,dstepid,,,,,
fgt_contentlog,IntegerType,logflag,,,,,
fgt_contentlog,IntegerType,logver,,,,,
fgt_contentlog,StringType,vd,,,,,
fgt_contentlog,StringType,logid,,,,,
fgt_contentlog,StringType,type,,,,,
fgt_contentlog,StringType,subtype,,,,,
fgt_contentlog,StringType,level,,,,,
fgt_contentlog,StringType,action,,,,,
fgt_contentlog,LongType,sessionid,,,,,
fgt_contentlog,LongType,policyid,,,,,
fgt_contentlog,StringType,srcip,,,,,
fgt_contentlog,StringType,dstip,,,,,
fgt_contentlog,IntegerType,srcport,,,,,
fgt_contentlog,IntegerType,dstport,,,,,
fgt_contentlog,IntegerType,duration,,,,,
fgt_contentlog,ShortType,slot,,,,,
fgt_contentlog,ShortType,clogver,,,,,
fgt_contentlog,StringType,user,,,,,
fgt_contentlog,StringType,group,,,,,
fgt_contentlog,LongType,serial,,,,,
fgt_contentlog,LongType,epoch,,,,,
fgt_contentlog,LongType,eventid,,,,,
fgt_contentlog,LongType,messages,,,,,
fgt_contentlog,LongType,filesize,,,,,
fgt_contentlog,LongType,rcvdbyte,,,,,
fgt_contentlog,LongType,sentbyte,,,,,
fgt_contentlog,LongType,malformdata,,,,,
fgt_contentlog,LongType,column,,,,,
fgt_contentlog,StringType,direction,,,,,
fgt_contentlog,StringType,ftpcmd,,,,,
fgt_contentlog,StringType,cstatus,,,,,
fgt_contentlog,StringType,infection,,,,,
fgt_contentlog,StringType,kind,,,,,
fgt_contentlog,StringType,messagetype,,,,,
fgt_contentlog,StringType,malformdesc,,,,,
fgt_contentlog,ShortType,attachment,,,,,
fgt_contentlog,StringType,client,,,,,
fgt_contentlog,StringType,server,,,,,
fgt_contentlog,StringType,laddr,,,,,
fgt_contentlog,StringType,raddr,,,,,
fgt_contentlog,StringType,local,,,,,
fgt_contentlog,StringType,remote,,,,,
fgt_contentlog,StringType,virus,,,,,
fgt_contentlog,StringType,method,,,,,
fgt_contentlog,StringType,url,,,,,
fgt_contentlog,StringType,cat,,,,,
fgt_contentlog,StringType,cat_desc,,,,,
fgt_contentlog,StringType,to,,,,,
fgt_contentlog,StringType,from,,,,,
fgt_contentlog,StringType,subject,,,,,
fgt_contentlog,StringType,file,,,,,
fgt_contentlog,StringType,profile,,,,,
fgt_contentlog,StringType,status,,,,,
fgt_contentlog,StringType,proto,,,,,
fgt_contentlog,StringType,startdate,,,,,
fgt_contentlog,StringType,enddate,,,,,
fgt_contentlog,StringType,content,,,,,
fgt_contentlog,StringType,filename,,,,,
fgt_contentlog,StringType,msg,,,,,
fgt_contentlog,StringType,connmode,,,,,
fgt_contentlog,StringType,heuristic,,,,,
fgt_contentlog,StringType,reason,,,,,
fgt_contentlog,StringType,phone,,,,,
fgt_contentlog,StringType,dlpsensor,,,,,
fgt_contentlog,StringType,requestname,,,,,
fgt_contentlog,StringType,line,,,,,
fgt_contentlog,StringType,profiletype,,,,,
fgt_contentlog,StringType,hostname,,,,,
fgt_contentlog,StringType,agent,,,,,
fgt_contentlog,StringType,dstintf,,,,,
fgt_contentlog,StringType,dstname,,,,,
fgt_contentlog,StringType,srcintf,,,,,
fgt_contentlog,StringType,srcname,,,,,
fgt_contentlog,StringType,custom_field1,,,,,
fgt_dlp,LongType,id,,,,,
fgt_dlp,IntegerType,bid,,,,,
fgt_dlp,StringType,devid,,,,,
fgt_dlp,TimestampType,itime,,,,,
fgt_dlp,TimestampType,dtime,,,,,
fgt_dlp,IntegerType,euid,,,,,
fgt_dlp,IntegerType,epid,,,,,
fgt_dlp,IntegerType,dsteuid,,,,,
fgt_dlp,IntegerType,dstepid,,,,,
fgt_dlp,IntegerType,logflag,,,,,
fgt_dlp,IntegerType,logver,,,,,
fgt_dlp,LongType,sfsid,,,,,
fgt_dlp,StringType,vd,,,,,
fgt_dlp,StringType,logid,,,,,
fgt_dlp,StringType,type,,,,,
fgt_dlp,StringType,subtype,,,,,
fgt_dlp,StringType,level,,,,,
fgt_dlp,StringType,action,,,,,
fgt_dlp,StringType,srcip,,,,,
fgt_dlp,StringType,dstip,,,,,
fgt_dlp,StringType,trueclntip,,,,,
fgt_dlp,IntegerType,srcport,,,,,
fgt_dlp,IntegerType,dstport,,,,,
fgt_dlp,LongType,sessionid,,,,,
fgt_dlp,LongType,policyid,,,,,
fgt_dlp,ShortType,proto,,,,,
fgt_dlp,ShortType,vrf,,,,,
fgt_dlp,ShortType,slot,,,,,
fgt_dlp,StringType,service,,,,,
fgt_dlp,StringType,user,,,,,
fgt_dlp,StringType,unauthuser,,,,,
fgt_dlp,StringType,group,,,,,
fgt_dlp,StringType,fctuid,,,,,
fgt_dlp,TimestampType,eventtime,,,,,
fgt_dlp,LongType,epoch,,,,,
fgt_dlp,LongType,eventid,,,,,
fgt_dlp,LongType,filteridx,,,,,
fgt_dlp,LongType,filesize,,,,,
fgt_dlp,LongType,sentbyte,,,,,
fgt_dlp,LongType,rcvdbyte,,,,,
fgt_dlp,LongType,infectedfilesize,,,,,
fgt_dlp,IntegerType,infectedfilelevel,,,,,
fgt_dlp,StringType,severity,,,,,
fgt_dlp,StringType,direction,,,,,
fgt_dlp,StringType,filtertype,,,,,
fgt_dlp,StringType,filtercat,,,,,
fgt_dlp,StringType,srcintfrole,,,,,
fgt_dlp,StringType,dstintfrole,,,,,
fgt_dlp,StringType,hostname,,,,,
fgt_dlp,StringType,url,,,,,
fgt_dlp,StringType,agent,,,,,
fgt_dlp,StringType,from,,,,,
fgt_dlp,StringType,to,,,,,
fgt_dlp,StringType,sender,,,,,
fgt_dlp,StringType,recipient,,,,,
fgt_dlp,StringType,filetype,,,,,
fgt_dlp,StringType,filename,,,,,
fgt_dlp,StringType,docsource,,,,,
fgt_dlp,StringType,sensitivity,,,,,
fgt_dlp,StringType,subject,,,,,
fgt_dlp,StringType,profile,,,,,
fgt_dlp,StringType,mmsdir,,,,,
fgt_dlp,StringType,eventtype,,,,,
fgt_dlp,StringType,filtername,,,,,
fgt_dlp,StringType,dlpextra,,,,,
fgt_dlp,StringType,srcintf,,,,,
fgt_dlp,StringType,dstintf,,,,,
fgt_dlp,StringType,forwardedfor,,,,,
fgt_dlp,StringType,unauthusersource,,,,,
fgt_dlp,StringType,authserver,,,,,
fgt_dlp,StringType,rawdata,,,,,
fgt_dlp,StringType,msg,,,,,
fgt_dlp,StringType,infectedfilename,,,,,
fgt_dlp,StringType,infectedfiletype,,,,,
fgt_dlp,LongType,securityid,,,,,
fgt_dlp,StringType,tz,,,,,
fgt_dns,LongType,id,,,,,
fgt_dns,IntegerType,bid,,,,,
fgt_dns,StringType,devid,,,,,
fgt_dns,TimestampType,itime,,,,,
fgt_dns,TimestampType,dtime,,,,,
fgt_dns,IntegerType,euid,,,,,
fgt_dns,IntegerType,epid,,,,,
fgt_dns,IntegerType,dsteuid,,,,,
fgt_dns,IntegerType,dstepid,,,,,
fgt_dns,IntegerType,logflag,,,,,
fgt_dns,IntegerType,logver,,,,,
fgt_dns,StringType,vd,,,,,
fgt_dns,StringType,logid,,,,,
fgt_dns,StringType,type,,,,,
fgt_dns,StringType,subtype,,,,,
fgt_dns,StringType,level,,,,,
fgt_dns,StringType,action,,,,,
fgt_dns,LongType,sessionid,,,,,
fgt_dns,LongType,policyid,,,,,
fgt_dns,StringType,srcip,,,,,
fgt_dns,StringType,dstip,,,,,
fgt_dns,IntegerType,srcport,,,,,
fgt_dns,IntegerType,dstport,,,,,
fgt_dns,ShortType,proto,,,,,
fgt_dns,ShortType,cat,,,,,
fgt_dns,ShortType,domainfilteridx,,,,,
fgt_dns,StringType,user,,,,,
fgt_dns,StringType,unauthuser,,,,,
fgt_dns,StringType,group,,,,,
fgt_dns,StringType,fctuid,,,,,
fgt_dns,TimestampType,eventtime,,,,,
fgt_dns,IntegerType,xid,,,,,
fgt_dns,IntegerType,qtypeval,,,,,
fgt_dns,StringType,srcintfrole,,,,,
fgt_dns,StringType,dstintfrole,,,,,
fgt_dns,StringType,ipaddr,,,,,
fgt_dns,StringType,botnetip,,,,,
fgt_dns,StringType,srcintf,,,,,
fgt_dns,StringType,dstintf,,,,,
fgt_dns,StringType,profile,,,,,
fgt_dns,StringType,srcmac,,,,,
fgt_dns,StringType,qname,,,,,
fgt_dns,StringType,qtype,,,,,
fgt_dns,StringType,qclass,,,,,
fgt_dns,StringType,exchange,,,,,
fgt_dns,StringType,catdesc,,,,,
fgt_dns,StringType,domainfilterlist,,,,,
fgt_dns,StringType,botnetdomain,,,,,
fgt_dns,StringType,error,,,,,
fgt_dns,StringType,unauthusersource,,,,,
fgt_dns,StringType,eventtype,,,,,
fgt_dns,StringType,sscname,,,,,
fgt_dns,StringType,msg,,,,,
fgt_dns,LongType,tdinfoid,,,,,
fgt_dns,StringType,tdtype,,,,,
fgt_dns,IntegerType,tdscantime,,,,,
fgt_dns,IntegerType,tdthreattype,,,,,
fgt_dns,IntegerType,tdthreatname,,,,,
fgt_dns,IntegerType,tdwfcate,,,,,
fgt_dns,LongType,translationid,,,,,
fgt_dns,StringType,tz,,,,,
fgt_emailfilter,LongType,id,,,,,
fgt_emailfilter,IntegerType,bid,,,,,
fgt_emailfilter,StringType,devid,,,,,
fgt_emailfilter,TimestampType,itime,,,,,
fgt_emailfilter,TimestampType,dtime,,,,,
fgt_emailfilter,IntegerType,euid,,,,,
fgt_emailfilter,IntegerType,epid,,,,,
fgt_emailfilter,IntegerType,dsteuid,,,,,
fgt_emailfilter,IntegerType,dstepid,,,,,
fgt_emailfilter,IntegerType,logflag,,,,,
fgt_emailfilter,IntegerType,logver,,,,,
fgt_emailfilter,LongType,sfsid,,,,,
fgt_emailfilter,StringType,vd,,,,,
fgt_emailfilter,StringType,logid,,,,,
fgt_emailfilter,StringType,type,,,,,
fgt_emailfilter,StringType,subtype,,,,,
fgt_emailfilter,StringType,level,,,,,
fgt_emailfilter,StringType,action,,,,,
fgt_emailfilter,LongType,sessionid,,,,,
fgt_emailfilter,LongType,policyid,,,,,
fgt_emailfilter,StringType,srcip,,,,,
fgt_emailfilter,StringType,dstip,,,,,
fgt_emailfilter,IntegerType,srcport,,,,,
fgt_emailfilter,IntegerType,dstport,,,,,
fgt_emailfilter,ShortType,proto,,,,,
fgt_emailfilter,ShortType,vrf,,,,,
fgt_emailfilter,ShortType,slot,,,,,
fgt_emailfilter,StringType,service,,,,,
fgt_emailfilter,StringType,user,,,,,
fgt_emailfilter,StringType,unauthuser,,,,,
fgt_emailfilter,StringType,group,,,,,
fgt_emailfilter,StringType,fctuid,,,,,
fgt_emailfilter,TimestampType,eventtime,,,,,
fgt_emailfilter,LongType,sentbyte,,,,,
fgt_emailfilter,LongType,rcvdbyte,,,,,
fgt_emailfilter,StringType,srcintfrole,,,,,
fgt_emailfilter,StringType,dstintfrole,,,,,
fgt_emailfilter,StringType,direction,,,,,
fgt_emailfilter,StringType,attachment,,,,,
fgt_emailfilter,StringType,profile,,,,,
fgt_emailfilter,StringType,from,,,,,
fgt_emailfilter,StringType,to,,,,,
fgt_emailfilter,StringType,sender,,,,,
fgt_emailfilter,StringType,recipient,,,,,
fgt_emailfilter,StringType,banword,,,,,
fgt_emailfilter,StringType,agent,,,,,
fgt_emailfilter,StringType,subject,,,,,
