tableName,columnType,columnName,,,,,
fgt_emailfilter,StringType,size,,,,,
fgt_emailfilter,StringType,cc,,,,,
fgt_emailfilter,StringType,eventtype,,,,,
fgt_emailfilter,StringType,srcintf,,,,,
fgt_emailfilter,StringType,dstintf,,,,,
fgt_emailfilter,StringType,fortiguardresp,,,,,
fgt_emailfilter,StringType,unauthusersource,,,,,
fgt_emailfilter,StringType,authserver,,,,,
fgt_emailfilter,StringType,msg,,,,,
fgt_emailfilter,StringType,filetype,,,,,
fgt_emailfilter,StringType,filename,,,,,
fgt_emailfilter,StringType,filtername,,,,,
fgt_emailfilter,StringType,matchfilename,,,,,
fgt_emailfilter,StringType,matchfiletype,,,,,
fgt_emailfilter,LongType,securityid,,,,,
fgt_emailfilter,StringType,tz,,,,,
fgt_event,LongType,id,,,,,
fgt_event,IntegerType,bid,,,,,
fgt_event,StringType,devid,,,,,
fgt_event,TimestampType,itime,,,,,
fgt_event,TimestampType,dtime,,,,,
fgt_event,IntegerType,euid,,,,,
fgt_event,IntegerType,epid,,,,,
fgt_event,IntegerType,dsteuid,,,,,
fgt_event,IntegerType,dstepid,,,,,
fgt_event,IntegerType,logflag,,,,,
fgt_event,IntegerType,logver,,,,,
fgt_event,StringType,vd,,,,,
fgt_event,StringType,logid,,,,,
fgt_event,StringType,type,,,,,
fgt_event,StringType,subtype,,,,,
fgt_event,StringType,level,,,,,
fgt_event,StringType,srcip,,,,,
fgt_event,StringType,dstip,,,,,
fgt_event,LongType,policyid,,,,,
fgt_event,ShortType,slot,,,,,
fgt_event,ShortType,cpu,,,,,
fgt_event,ShortType,mem,,,,,
fgt_event,ShortType,disk,,,,,
fgt_event,LongType,setuprate,,,,,
fgt_event,LongType,totalsession,,,,,
fgt_event,StringType,bandwidth,,,,,
fgt_event,StringType,action,,,,,
fgt_event,StringType,msg,,,,,
fgt_event,StringType,logdesc,,,,,
fgt_event,StringType,ha_role,,,,,
fgt_event,ShortType,ha_group,,,,,
fgt_event,LongType,vcluster,,,,,
fgt_event,LongType,from_vcluster,,,,,
fgt_event,LongType,to_vcluster,,,,,
fgt_event,StringType,vdname,,,,,
fgt_event,StringType,devintfname,,,,,
fgt_event,StringType,hostname,,,,,
fgt_event,StringType,sn,,,,,
fgt_event,StringType,sync_type,,,,,
fgt_event,StringType,sync_status,,,,,
fgt_event,StringType,activity,,,,,
fgt_event,StringType,user,,,,,
fgt_event,StringType,ui,,,,,
fgt_event,StringType,ip,,,,,
fgt_event,LongType,cfgtid,,,,,
fgt_event,StringType,cfgpath,,,,,
fgt_event,StringType,cfgobj,,,,,
fgt_event,StringType,cfgattr,,,,,
fgt_event,StringType,status,,,,,
fgt_event,StringType,error,,,,,
fgt_event,StringType,vip,,,,,
fgt_event,StringType,conserve,,,,,
fgt_event,StringType,red,,,,,
fgt_event,LongType,total,,,,,
fgt_event,LongType,entermargin,,,,,
fgt_event,LongType,exitmargin,,,,,
fgt_event,StringType,intf,,,,,
fgt_event,StringType,serialno,,,,,
fgt_event,StringType,saddr,,,,,
fgt_event,StringType,nat,,,,,
fgt_event,LongType,limit,,,,,
fgt_event,LongType,used,,,,,
fgt_event,ShortType,probeproto,,,,,
fgt_event,ShortType,proto,,,,,
fgt_event,ShortType,stage,,,,,
fgt_event,LongType,mtu,,,,,
fgt_event,StringType,gateway,,,,,
fgt_event,StringType,url,,,,,
fgt_event,StringType,name,,,,,
fgt_event,StringType,src_int,,,,,
fgt_event,StringType,dst_int,,,,,
fgt_event,StringType,msgproto,,,,,
fgt_event,StringType,service,,,,,
fgt_event,StringType,banned_src,,,,,
fgt_event,IntegerType,portbegin,,,,,
fgt_event,IntegerType,portend,,,,,
fgt_event,StringType,poolname,,,,,
fgt_event,StringType,remip,,,,,
fgt_event,StringType,locip,,,,,
fgt_event,StringType,assignip,,,,,
fgt_event,IntegerType,remport,,,,,
fgt_event,IntegerType,locport,,,,,
fgt_event,StringType,outintf,,,,,
fgt_event,StringType,cookies,,,,,
fgt_event,StringType,group,,,,,
fgt_event,StringType,xauthuser,,,,,
fgt_event,StringType,xauthgroup,,,,,
fgt_event,StringType,vpntunnel,,,,,
fgt_event,StringType,dir,,,,,
fgt_event,StringType,init,,,,,
fgt_event,StringType,mode,,,,,
fgt_event,StringType,error_num,,,,,
fgt_event,StringType,seq,,,,,
fgt_event,StringType,tunnelip,,,,,
fgt_event,LongType,tunnelid,,,,,
fgt_event,StringType,tunneltype,,,,,
fgt_event,StringType,version,,,,,
fgt_event,IntegerType,duration,,,,,
fgt_event,IntegerType,sysuptime,,,,,
fgt_event,LongType,sentbyte,,,,,
fgt_event,LongType,rcvdbyte,,,,,
fgt_event,LongType,nextstat,,,,,
fgt_event,LongType,freediskstorage,,,,,
fgt_event,StringType,role,,,,,
fgt_event,StringType,result,,,,,
fgt_event,StringType,dst_host,,,,,
fgt_event,StringType,reason,,,,,
fgt_event,StringType,desc,,,,,
fgt_event,StringType,method,,,,,
fgt_event,LongType,count,,,,,
fgt_event,StringType,carrier_ep,,,,,
fgt_event,StringType,profile,,,,,
fgt_event,StringType,adgroup,,,,,
fgt_event,StringType,server,,,,,
fgt_event,StringType,initiator,,,,,
fgt_event,StringType,expiry,,,,,
fgt_event,StringType,scope,,,,,
fgt_event,StringType,oldwprof,,,,,
fgt_event,LongType,category,,,,,
fgt_event,StringType,rsso_key,,,,,
fgt_event,StringType,authproto,,,,,
fgt_event,StringType,dns_name,,,,,
fgt_event,StringType,dns_ip,,,,,
fgt_event,StringType,ssid,,,,,
fgt_event,StringType,bssid,,,,,
fgt_event,StringType,ap,,,,,
fgt_event,StringType,vap,,,,,
fgt_event,StringType,mac,,,,,
fgt_event,StringType,security,,,,,
fgt_event,StringType,manuf,,,,,
fgt_event,StringType,securitymode,,,,,
fgt_event,LongType,live,,,,,
fgt_event,LongType,age,,,,,
fgt_event,LongType,stacount,,,,,
fgt_event,IntegerType,rate,,,,,
fgt_event,ShortType,channel,,,,,
fgt_event,ShortType,rssi,,,,,
fgt_event,ShortType,signal,,,,,
fgt_event,ShortType,noise,,,,,
fgt_event,ShortType,apstatus,,,,,
fgt_event,ShortType,aptype,,,,,
fgt_event,ShortType,encrypt,,,,,
fgt_event,ShortType,radioid,,,,,
fgt_event,ShortType,radioiddetected,,,,,
fgt_event,ShortType,radioidclosest,,,,,
fgt_event,StringType,radioband,,,,,
fgt_event,StringType,onwire,,,,,
fgt_event,StringType,detectionmethod,,,,,
fgt_event,StringType,stamac,,,,,
fgt_event,StringType,apscan,,,,,
fgt_event,StringType,sndetected,,,,,
fgt_event,StringType,snclosest,,,,,
fgt_event,StringType,meshmode,,,,,
fgt_event,StringType,snmeshparent,,,,,
fgt_event,StringType,threattype,,,,,
fgt_event,StringType,frametype,,,,,
fgt_event,StringType,ds,,,,,
fgt_event,StringType,tamac,,,,,
fgt_event,StringType,eapoltype,,,,,
fgt_event,LongType,eapolcnt,,,,,
fgt_event,LongType,mgmtcnt,,,,,
fgt_event,LongType,cfgtxpower,,,,,
fgt_event,LongType,opertxpower,,,,,
fgt_event,LongType,serial,,,,,
fgt_event,IntegerType,port,,,,,
fgt_event,StringType,fwserver_name,,,,,
fgt_event,StringType,addr_type,,,,,
fgt_event,StringType,fqdn,,,,,
fgt_event,StringType,handshake,,,,,
fgt_event,StringType,authgrp,,,,,
fgt_event,StringType,peer,,,,,
fgt_event,StringType,host,,,,,
fgt_event,StringType,alert,,,,,
fgt_event,StringType,license_limit,,,,,
fgt_event,StringType,connection_type,,,,,
fgt_event,LongType,used_for_type,,,,,
fgt_event,LongType,infected,,,,,
fgt_event,LongType,suspicious,,,,,
fgt_event,LongType,scanned,,,,,
fgt_event,LongType,checksum,,,,,
fgt_event,LongType,session_id,,,,,
fgt_event,StringType,from,,,,,
fgt_event,StringType,to,,,,,
fgt_event,IntegerType,repeat,,,,,
fgt_event,IntegerType,srcport,,,,,
fgt_event,IntegerType,dstport,,,,,
fgt_event,StringType,virus,,,,,
fgt_event,IntegerType,sess_duration,,,,,
fgt_event,StringType,state,,,,,
fgt_event,StringType,dhcp_msg,,,,,
fgt_event,LongType,lease,,,,,
fgt_event,LongType,iaid,,,,,
fgt_event,StringType,duid,,,,,
fgt_event,StringType,ddnsserver,,,,,
fgt_event,StringType,module,,,,,
fgt_event,StringType,submodule,,,,,
fgt_event,StringType,remote,,,,,
fgt_event,StringType,assigned,,,,,
fgt_event,StringType,log,,,,,
fgt_event,StringType,file,,,,,
fgt_event,StringType,field,,,,,
fgt_event,StringType,interface,,,,,
fgt_event,StringType,old_status,,,,,
fgt_event,StringType,new_status,,,,,
fgt_event,StringType,passwd,,,,,
fgt_event,StringType,daemon,,,,,
fgt_event,StringType,local,,,,,
fgt_event,LongType,unit,,,,,
fgt_event,LongType,pid,,,,,
fgt_event,ShortType,chassisid,,,,,
fgt_event,ShortType,newchassisid,,,,,
fgt_event,ShortType,oldchassisid,,,,,
fgt_event,ShortType,newslot,,,,,
fgt_event,ShortType,oldslot,,,,,
fgt_event,ShortType,newchannel,,,,,
fgt_event,ShortType,oldchannel,,,,,
fgt_event,StringType,reporttype,,,,,
fgt_event,LongType,filesize,,,,,
fgt_event,LongType,processtime,,,,,
fgt_event,LongType,disklograte,,,,,
fgt_event,LongType,fazlograte,,,,,
fgt_event,IntegerType,trate,,,,,
fgt_event,IntegerType,erate,,,,,
fgt_event,IntegerType,orate,,,,,
fgt_event,StringType,community,,,,,
fgt_event,StringType,encryption,,,,,
fgt_event,StringType,acktime,,,,,
fgt_event,StringType,addr,,,,,
fgt_event,LongType,alarmid,,,,,
fgt_event,LongType,groupid,,,,,
fgt_event,StringType,cert,,,,,
fgt_event,StringType,crl,,,,,
fgt_event,StringType,process,,,,,
fgt_event,LongType,len,,,,,
fgt_event,ShortType,max,,,,,
fgt_event,ShortType,min,,,,,
fgt_event,ShortType,received,,,,,
fgt_event,ShortType,expectedsignature,,,,,
fgt_event,ShortType,receivedsignature,,,,,
fgt_event,ShortType,member,,,,,
fgt_event,ShortType,vrf,,,,,
fgt_event,StringType,source_mac,,,,,
fgt_event,StringType,client_addr,,,,,
fgt_event,LongType,xid,,,,,
fgt_event,StringType,vapmode,,,,,
fgt_event,StringType,agent,,,,,
fgt_event,StringType,path,,,,,
fgt_event,StringType,srcmac,,,,,
fgt_event,StringType,fctuid,,,,,
fgt_event,LongType,vulnid,,,,,
fgt_event,LongType,scantime,,,,,
fgt_event,StringType,vulncat,,,,,
fgt_event,StringType,devtype,,,,,
fgt_event,StringType,vendorurl,,,,,
fgt_event,StringType,srcname,,,,,
fgt_event,StringType,severity,,,,,
fgt_event,StringType,vulnname,,,,,
fgt_event,StringType,cveid,,,,,
fgt_event,StringType,admin,,,,,
fgt_event,StringType,mpsk,,,,,
fgt_event,StringType,auditscore,,,,,
fgt_event,LongType,audittime,,,,,
fgt_event,LongType,auditid,,,,,
fgt_event,TimestampType,eventtime,,,,,
fgt_event,IntegerType,criticalcount,,,,,
fgt_event,IntegerType,highcount,,,,,
fgt_event,IntegerType,mediumcount,,,,,
fgt_event,IntegerType,lowcount,,,,,
fgt_event,IntegerType,passedcount,,,,,
fgt_event,StringType,checkseverity,,,,,
fgt_event,StringType,checkname,,,,,
fgt_event,StringType,checkresult,,,,,
fgt_event,StringType,authserver,,,,,
fgt_event,StringType,ssllocal,,,,,
fgt_event,StringType,sslremote,,,,,
fgt_event,StringType,oldsn,,,,,
fgt_event,StringType,stitch,,,,,
fgt_event,StringType,trigger,,,,,
fgt_event,StringType,remotewtptime,,,,,
fgt_event,StringType,addrgrp,,,,,
fgt_event,StringType,rsrp,,,,,
fgt_event,StringType,rsrq,,,,,
fgt_event,StringType,sinr,,,,,
fgt_event,StringType,cldobjid,,,,,
fgt_event,StringType,netid,,,,,
fgt_event,StringType,authid,,,,,
fgt_event,StringType,tz,,,,,
fgt_event,StringType,bd_extra,,,,,
fgt_fct_event,LongType,id,,,,,
fgt_fct_event,IntegerType,bid,,,,,
fgt_fct_event,StringType,devid,,,,,
fgt_fct_event,TimestampType,itime,,,,,
fgt_fct_event,TimestampType,dtime,,,,,
fgt_fct_event,IntegerType,euid,,,,,
fgt_fct_event,IntegerType,epid,,,,,
fgt_fct_event,IntegerType,dsteuid,,,,,
fgt_fct_event,IntegerType,dstepid,,,,,
fgt_fct_event,IntegerType,logflag,,,,,
fgt_fct_event,IntegerType,logver,,,,,
fgt_fct_event,StringType,vd,,,,,
fgt_fct_event,StringType,logid,,,,,
fgt_fct_event,StringType,type,,,,,
fgt_fct_event,StringType,level,,,,,
fgt_fct_event,StringType,uid,,,,,
fgt_fct_event,StringType,fgtserial,,,,,
fgt_fct_event,StringType,user,,,,,
fgt_fct_event,StringType,clientfeature,,,,,
fgt_fct_event,StringType,deviceip,,,,,
fgt_fct_event,StringType,devicemac,,,,,
fgt_fct_event,StringType,action,,,,,
fgt_fct_event,StringType,actiontype,,,,,
fgt_fct_event,StringType,filetype,,,,,
fgt_fct_event,StringType,file,,,,,
fgt_fct_event,StringType,virus,,,,,
fgt_fct_event,StringType,checksum,,,,,
fgt_fct_event,StringType,ref,,,,,
fgt_fct_event,LongType,sigid,,,,,
fgt_fct_event,LongType,filesize,,,,,
fgt_fct_event,StringType,vpn,,,,,
fgt_fct_event,StringType,from,,,,,
fgt_fct_event,StringType,to,,,,,
fgt_fct_event,StringType,service,,,,,
fgt_fct_event,StringType,status,,,,,
fgt_fct_event,ShortType,catid,,,,,
fgt_fct_event,StringType,cat,,,,,
fgt_fct_event,StringType,catdesc,,,,,
fgt_fct_event,LongType,count,,,,,
fgt_fct_event,StringType,hostname,,,,,
fgt_fct_event,StringType,url,,,,,
fgt_fct_event,StringType,mac,,,,,
fgt_fct_event,StringType,ip,,,,,
fgt_fct_event,StringType,app,,,,,
fgt_fct_event,IntegerType,appid,,,,,
fgt_fct_event,StringType,apppath,,,,,
fgt_fct_event,StringType,rule,,,,,
fgt_fct_event,LongType,ruleid,,,,,
fgt_fct_event,ShortType,ruletype,,,,,
fgt_fct_event,StringType,policyname,,,,,
fgt_fct_event,StringType,vpntype,,,,,
fgt_fct_event,StringType,vpntunnel,,,,,
fgt_fct_event,StringType,vpnstate,,,,,
fgt_fct_event,StringType,vpnuser,,,,,
fgt_fct_event,StringType,remotegw,,,,,
fgt_fct_event,StringType,vip,,,,,
fgt_fct_event,StringType,domain,,,,,
fgt_fct_event,StringType,protocols,,,,,
fgt_fct_event,StringType,msg,,,,,
fgt_fct_event,StringType,avengine,,,,,
fgt_fct_event,StringType,avsig,,,,,
fgt_fct_event,StringType,avsigext,,,,,
fgt_fct_event,StringType,avsigetm,,,,,
fgt_fct_event,StringType,avsigheu,,,,,
fgt_fct_event,StringType,rootkitengine,,,,,
fgt_fct_event,StringType,rootkitsig,,,,,
fgt_fct_event,StringType,appsig,,,,,
fgt_fct_event,StringType,vulnsig,,,,,
fgt_fct_event,StringType,ipseng,,,,,
fgt_fct_event,StringType,ipssig,,,,,
fgt_fct_event,StringType,fctver,,,,,
fgt_fct_event,StringType,os,,,,,
fgt_fct_event,StringType,usingpolicy,,,,,
fgt_fct_event,StringType,emsserial,,,,,
fgt_fct_event,StringType,tz,,,,,
fgt_fct_event,StringType,pcdomain,,,,,
fgt_fct_event,StringType,appversion,,,,,
fgt_fct_event,StringType,appvendor,,,,,
fgt_fct_event,LongType,vulnid,,,,,
fgt_fct_event,StringType,vulnname,,,,,
fgt_fct_event,StringType,vulnseverity,,,,,
fgt_fct_event,StringType,vulncat,,,,,
fgt_fct_event,StringType,vulncvss,,,,,
fgt_fct_event,StringType,vulnref,,,,,
fgt_fct_event,StringType,vulnengine,,,,,
fgt_fct_event,StringType,vulnproducts,,,,,
fgt_fct_event,StringType,epmgmtst,,,,,
fgt_fct_event,StringType,eponlinest,,,,,
fgt_fct_event,StringType,epplace,,,,,
fgt_fct_event,StringType,epfeatures,,,,,
fgt_fct_event,StringType,epenfeatures,,,,,
fgt_fct_event,IntegerType,ephbduration,,,,,
fgt_fct_event,IntegerType,ephbemsduration,,,,,
fgt_fct_event,IntegerType,ephblast,,,,,
fgt_fct_event,IntegerType,ephbemslast,,,,,
fgt_fct_event,StringType,emshostname,,,,,
fgt_fct_event,StringType,social_srvc,,,,,
fgt_fct_event,StringType,social_user,,,,,
fgt_fct_event,StringType,social_email,,,,,
fgt_fct_event,StringType,social_phone,,,,,
fgt_fct_event,StringType,ae_api,,,,,
fgt_fct_event,StringType,ae_reason,,,,,
fgt_fct_netscan,LongType,id,,,,,
fgt_fct_netscan,IntegerType,bid,,,,,
fgt_fct_netscan,StringType,devid,,,,,
fgt_fct_netscan,TimestampType,itime,,,,,
fgt_fct_netscan,TimestampType,dtime,,,,,
fgt_fct_netscan,IntegerType,euid,,,,,
fgt_fct_netscan,IntegerType,epid,,,,,
fgt_fct_netscan,IntegerType,dsteuid,,,,,
fgt_fct_netscan,IntegerType,dstepid,,,,,
fgt_fct_netscan,IntegerType,logflag,,,,,
fgt_fct_netscan,IntegerType,logver,,,,,
fgt_fct_netscan,StringType,vd,,,,,
fgt_fct_netscan,StringType,logid,,,,,
fgt_fct_netscan,StringType,type,,,,,
fgt_fct_netscan,StringType,level,,,,,
fgt_fct_netscan,StringType,uid,,,,,
fgt_fct_netscan,StringType,fgtserial,,,,,
fgt_fct_netscan,StringType,hostname,,,,,
fgt_fct_netscan,StringType,user,,,,,
fgt_fct_netscan,StringType,clientfeature,,,,,
fgt_fct_netscan,StringType,deviceip,,,,,
fgt_fct_netscan,StringType,devicemac,,,,,
fgt_fct_netscan,StringType,msg,,,,,
fgt_fct_netscan,StringType,status,,,,,
fgt_fct_netscan,LongType,vulnid,,,,,
fgt_fct_netscan,StringType,vulnname,,,,,
fgt_fct_netscan,StringType,vulnseverity,,,,,
fgt_fct_netscan,StringType,vulncat,,,,,
fgt_fct_netscan,StringType,vulncvss,,,,,
fgt_fct_netscan,StringType,vulnref,,,,,
fgt_fct_netscan,StringType,vulnengine,,,,,
fgt_fct_netscan,IntegerType,vulncnt,,,,,
fgt_fct_netscan,StringType,fctver,,,,,
fgt_fct_netscan,StringType,os,,,,,
fgt_fct_netscan,StringType,usingpolicy,,,,,
fgt_fct_netscan,StringType,emsserial,,,,,
fgt_fct_netscan,StringType,tz,,,,,
fgt_fct_netscan,StringType,vulnproducts,,,,,
fgt_fct_traffic,LongType,id,,,,,
fgt_fct_traffic,IntegerType,bid,,,,,
fgt_fct_traffic,StringType,devid,,,,,
fgt_fct_traffic,TimestampType,itime,,,,,
fgt_fct_traffic,TimestampType,dtime,,,,,
fgt_fct_traffic,IntegerType,euid,,,,,
fgt_fct_traffic,IntegerType,epid,,,,,
fgt_fct_traffic,IntegerType,dsteuid,,,,,
fgt_fct_traffic,IntegerType,dstepid,,,,,
fgt_fct_traffic,IntegerType,logflag,,,,,
fgt_fct_traffic,IntegerType,logver,,,,,
fgt_fct_traffic,StringType,vd,,,,,
fgt_fct_traffic,StringType,logid,,,,,
fgt_fct_traffic,StringType,type,,,,,
fgt_fct_traffic,StringType,level,,,,,
fgt_fct_traffic,LongType,sessionid,,,,,
fgt_fct_traffic,StringType,hostname,,,,,
fgt_fct_traffic,StringType,uid,,,,,
fgt_fct_traffic,StringType,fgtserial,,,,,
fgt_fct_traffic,StringType,regip,,,,,
fgt_fct_traffic,StringType,srcname,,,,,
fgt_fct_traffic,StringType,srcproduct,,,,,
fgt_fct_traffic,StringType,srcip,,,,,
fgt_fct_traffic,IntegerType,srcport,,,,,
fgt_fct_traffic,StringType,direction,,,,,
fgt_fct_traffic,StringType,dstip,,,,,
fgt_fct_traffic,StringType,remotename,,,,,
fgt_fct_traffic,IntegerType,dstport,,,,,
fgt_fct_traffic,StringType,url,,,,,
fgt_fct_traffic,StringType,user,,,,,
fgt_fct_traffic,IntegerType,proto,,,,,
fgt_fct_traffic,StringType,service,,,,,
fgt_fct_traffic,LongType,rcvdbyte,,,,,
fgt_fct_traffic,LongType,sentbyte,,,,,
fgt_fct_traffic,StringType,utmaction,,,,,
fgt_fct_traffic,StringType,utmevent,,,,,
fgt_fct_traffic,StringType,threat,,,,,
fgt_fct_traffic,StringType,fctver,,,,,
fgt_fct_traffic,StringType,os,,,,,
fgt_fct_traffic,StringType,usingpolicy,,,,,
fgt_fct_traffic,IntegerType,userinitiated,,,,,
fgt_fct_traffic,StringType,emsserial,,,,,
fgt_fct_traffic,StringType,tz,,,,,
fgt_gtp,LongType,id,,,,,
fgt_gtp,IntegerType,bid,,,,,
fgt_gtp,StringType,devid,,,,,
fgt_gtp,TimestampType,itime,,,,,
fgt_gtp,TimestampType,dtime,,,,,
fgt_gtp,IntegerType,euid,,,,,
fgt_gtp,IntegerType,epid,,,,,
fgt_gtp,IntegerType,dsteuid,,,,,
fgt_gtp,IntegerType,dstepid,,,,,
fgt_gtp,IntegerType,logflag,,,,,
fgt_gtp,IntegerType,logver,,,,,
fgt_gtp,StringType,vd,,,,,
fgt_gtp,StringType,logid,,,,,
fgt_gtp,StringType,type,,,,,
fgt_gtp,StringType,subtype,,,,,
fgt_gtp,StringType,level,,,,,
fgt_gtp,IntegerType,srcport,,,,,
fgt_gtp,IntegerType,dstport,,,,,
fgt_gtp,IntegerType,ulimcc,,,,,
fgt_gtp,IntegerType,ulimnc,,,,,
fgt_gtp,ShortType,nsapi,,,,,
fgt_gtp,ShortType,linked_nsapi,,,,,
fgt_gtp,ShortType,msg_type,,,,,
fgt_gtp,ShortType,slot,,,,,
fgt_gtp,ShortType,ietype,,,,,
fgt_gtp,TimestampType,eventtime,,,,,
fgt_gtp,LongType,version,,,,,
fgt_gtp,LongType,seqnum,,,,,
fgt_gtp,LongType,headerteid,,,,,
fgt_gtp,IntegerType,duration,,,,,
fgt_gtp,StringType,from,,,,,
fgt_gtp,StringType,to,,,,,
fgt_gtp,StringType,end_usr_address,,,,,
fgt_gtp,StringType,endusraddress6,,,,,
fgt_gtp,StringType,c_gsn,,,,,
fgt_gtp,StringType,u_gsn,,,,,
fgt_gtp,StringType,c_sgsn,,,,,
fgt_gtp,StringType,c_ggsn,,,,,
fgt_gtp,StringType,u_sgsn,,,,,
fgt_gtp,StringType,u_ggsn,,,,,
fgt_gtp,StringType,cpaddr,,,,,
fgt_gtp,StringType,cpdladdr,,,,,
fgt_gtp,StringType,cpdlisraddr,,,,,
fgt_gtp,StringType,cpuladdr,,,,,
fgt_gtp,LongType,c_sgsn_teid,,,,,
fgt_gtp,LongType,c_ggsn_teid,,,,,
fgt_gtp,LongType,u_sgsn_teid,,,,,
fgt_gtp,LongType,u_ggsn_teid,,,,,
fgt_gtp,LongType,tunnel_idx,,,,,
fgt_gtp,LongType,c_pkts,,,,,
fgt_gtp,LongType,c_bytes,,,,,
fgt_gtp,LongType,u_pkts,,,,,
fgt_gtp,LongType,u_bytes,,,,,
fgt_gtp,LongType,cpteid,,,,,
fgt_gtp,LongType,cpdlteid,,,,,
fgt_gtp,LongType,cpdlisrteid,,,,,
fgt_gtp,LongType,cpulteid,,,,,
fgt_gtp,StringType,status,,,,,
fgt_gtp,StringType,profile,,,,,
fgt_gtp,StringType,imsi,,,,,
fgt_gtp,StringType,msisdn,,,,,
fgt_gtp,StringType,apn,,,,,
fgt_gtp,StringType,selection,,,,,
fgt_gtp,StringType,imei_sv,,,,,
fgt_gtp,StringType,rai,,,,,
fgt_gtp,StringType,uli,,,,,
fgt_gtp,StringType,deny_cause,,,,,
fgt_gtp,StringType,rat_type,,,,,
fgt_gtp,StringType,user_data,,,,,
fgt_gtp,StringType,dtlexp,,,,,
fgt_gtp,StringType,snetwork,,,,,
fgt_gtp,StringType,tz,,,,,
fgt_ips,LongType,id,,,,,
fgt_ips,IntegerType,bid,,,,,
fgt_ips,StringType,devid,,,,,
fgt_ips,TimestampType,itime,,,,,
fgt_ips,TimestampType,dtime,,,,,
fgt_ips,IntegerType,euid,,,,,
fgt_ips,IntegerType,epid,,,,,
fgt_ips,IntegerType,dsteuid,,,,,
fgt_ips,IntegerType,dstepid,,,,,
fgt_ips,IntegerType,logflag,,,,,
fgt_ips,IntegerType,logver,,,,,
fgt_ips,LongType,sfsid,,,,,
fgt_ips,StringType,vd,,,,,
fgt_ips,StringType,logid,,,,,
fgt_ips,StringType,type,,,,,
fgt_ips,StringType,subtype,,,,,
fgt_ips,StringType,level,,,,,
fgt_ips,StringType,action,,,,,
fgt_ips,LongType,sessionid,,,,,
fgt_ips,StringType,srcip,,,,,
fgt_ips,StringType,dstip,,,,,
fgt_ips,StringType,trueclntip,,,,,
fgt_ips,IntegerType,srcport,,,,,
fgt_ips,IntegerType,dstport,,,,,
fgt_ips,IntegerType,attackid,,,,,
fgt_ips,StringType,severity,,,,,
fgt_ips,ShortType,slot,,,,,
fgt_ips,ShortType,proto,,,,,
fgt_ips,ShortType,vrf,,,,,
fgt_ips,StringType,service,,,,,
fgt_ips,StringType,user,,,,,
fgt_ips,StringType,unauthuser,,,,,
fgt_ips,StringType,group,,,,,
fgt_ips,StringType,fctuid,,,,,
fgt_ips,TimestampType,eventtime,,,,,
fgt_ips,LongType,count,,,,,
fgt_ips,LongType,policyid,,,,,
fgt_ips,LongType,incidentserialno,,,,,
fgt_ips,LongType,crscore,,,,,
fgt_ips,LongType,craction,,,,,
fgt_ips,StringType,crlevel,,,,,
fgt_ips,StringType,srcintfrole,,,,,
fgt_ips,StringType,dstintfrole,,,,,
fgt_ips,StringType,direction,,,,,
fgt_ips,StringType,policytype,,,,,
fgt_ips,StringType,profile,,,,,
fgt_ips,StringType,icmpid,,,,,
fgt_ips,StringType,icmptype,,,,,
fgt_ips,StringType,icmpcode,,,,,
fgt_ips,StringType,srcintf,,,,,
fgt_ips,StringType,dstintf,,,,,
fgt_ips,StringType,ref,,,,,
fgt_ips,StringType,attackcontext,,,,,
fgt_ips,StringType,attackcontextid,,,,,
fgt_ips,StringType,profiletype,,,,,
fgt_ips,StringType,attack,,,,,
fgt_ips,StringType,agent,,,,,
fgt_ips,StringType,eventtype,,,,,
fgt_ips,StringType,hostname,,,,,
fgt_ips,StringType,url,,,,,
fgt_ips,StringType,srccountry,,,,,
fgt_ips,StringType,forwardedfor,,,,,
fgt_ips,StringType,unauthusersource,,,,,
fgt_ips,StringType,authserver,,,,,
fgt_ips,StringType,rawdata,,,,,
fgt_ips,StringType,rawdataid,,,,,
fgt_ips,StringType,msg,,,,,
fgt_ips,ShortType,threatlevel,,,,,
fgt_ips,StringType,threat,,,,,
fgt_ips,StringType,threattype,,,,,
fgt_ips,LongType,securityid,,,,,
fgt_ips,StringType,tz,,,,,
fgt_netscan,LongType,id,,,,,
fgt_netscan,IntegerType,bid,,,,,
fgt_netscan,StringType,devid,,,,,
fgt_netscan,TimestampType,itime,,,,,
fgt_netscan,TimestampType,dtime,,,,,
fgt_netscan,IntegerType,euid,,,,,
fgt_netscan,IntegerType,epid,,,,,
fgt_netscan,IntegerType,dsteuid,,,,,
fgt_netscan,IntegerType,dstepid,,,,,
fgt_netscan,IntegerType,logflag,,,,,
fgt_netscan,IntegerType,logver,,,,,
fgt_netscan,LongType,sfsid,,,,,
fgt_netscan,StringType,vd,,,,,
fgt_netscan,StringType,logid,,,,,
fgt_netscan,StringType,type,,,,,
fgt_netscan,StringType,subtype,,,,,
fgt_netscan,StringType,level,,,,,
fgt_netscan,StringType,action,,,,,
fgt_netscan,LongType,policyid,,,,,
fgt_netscan,StringType,srcip,,,,,
fgt_netscan,StringType,dstip,,,,,
fgt_netscan,IntegerType,srcport,,,,,
fgt_netscan,IntegerType,dstport,,,,,
fgt_netscan,ShortType,proto,,,,,
fgt_netscan,ShortType,slot,,,,,
fgt_netscan,StringType,service,,,,,
fgt_netscan,StringType,user,,,,,
fgt_netscan,StringType,group,,,,,
